SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS
786049,"1,2,3,4,5",I am a 62-year-old woman. I was born in Illinois. I am a teacher and instructor. I made $29K last year.,"I live with my daughter, my grandson, my brother, and my son-in-law.",We live in Missouri. We live in a house built around 1990 with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 800 - 849.,2: My daughter is 37-year-old. She was born in Illinois. She is a Machine feeder and offbearer. She made $16.3K last year. she leaves for work at around 3:05 PM. It takes her about 20 minutes to get to work. | 3: My brother is 68-year-old. He was born in Illinois. He works as a Food preparation worker. He made $29.9K last year. he leaves for work at around 3:05 PM. It takes him about 20 minutes to get to work. | 4: My grandson is 5-year-old. He was born in Missouri. | 5: My child-in-law is 46-year-old. He was born in Missouri. He works as a Food preparation worker. He made $16.8K last year. he leaves for work at around 3:05 PM. It takes him about 20 minutes to get to work.
825490,"1,2",I am a 62-year-old woman. I moved last year. I was born in California. I am a Nursing assistant. I made $35K last year. I drive to work. I leave for work at around 8:02 AM. It takes me about 30 minutes to get to work.,I live with my male partner.,"We live in the Reno, Nevada area. We live in a house built in the 2000s with 3 bedrooms. We rent.",2: My male partner is 81-year-old. He was born in California. He works as a manager. He made $66K last year.
783399,"1,2",I am a 70-year-old woman. I was born in Ohio. I am a Psychiatric technician. I made $12.5K last year.,I live with my sister.,We live in Missouri. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home.,"2: My sister is 66-year-old. She was born in Ohio. She is a Cutting, punching, and press machine setter, operator, and tender, metal and plastic. She made $12.3K last year."
373924,"1,2,3","I am a 47-year-old woman. I was born in Florida. I am a Food server, nonrestaurant. I made $66K last year. I drive to work. I leave for work at around 10:25 AM. It takes me about 40 minutes to get to work.",I live with my daughter and my male partner.,"We live in the Ocala, Florida area. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home. our annual property taxes are $ 950 - 999.","2: My male partner is 33-year-old. He was born in Florida. He works as a Food server, nonrestaurant. He made $19.1K last year. he leaves for work at around 10:25 AM. It takes him about 40 minutes to get to work. | 3: My daughter is 19-year-old. She was born in Florida. She is a Cook. She made $20K last year. she leaves for work at around 6:47 AM. It takes her about 45 minutes to get to work."
99474,"1,2",I am a 65-year-old man. I was born in California. I am a Motor vehicle operator. I made $89.6K last year. I drive to work. I leave for work at around 4:25 AM. It takes me about 60 minutes to get to work.,I live with my female partner.,"We live in the San Diego-Chula Vista-Carlsbad, California area. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,300 - 3,399.",2: My female partner is 59-year-old. She was born in Mexico. She is a painter and paperhanger. She made $6K last year. she leaves for work at around 4:25 AM. It takes her about 60 minutes to get to work.
931528,"1,2",I am a 67-year-old woman. I was born in New York. I am a Retail salesperson. I made $1K last year.,I live with another female non-relative.,"We live in the New York-Newark-Jersey City, NY-NJ area. We live in a house built before 1939 with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 200 - 249.",2: My other non-relatives is 48-year-old. She was born in New York. She is a Nursing assistant. She did not have personal income last year.
1171230,"1,2",I am a 54-year-old man. I was born in Puerto Rico. I am a Wholesale and retail buyer. I made $38K last year. I drive to work. I leave for work at around 6:22 AM. It takes me about 30 minutes to get to work.,I live with another female non-relative.,"We live in the Scranton--Wilkes-Barre, Pennsylvania area. We live in a 2-family home built before 1939 with 2 bedrooms. We rent.",2: My other non-relatives is 57-year-old. She was born in West Indies. She is a Administrative support worker. She made $38K last year. she leaves for work at around 6:32 AM. It takes her about 30 minutes to get to work.
26209,"1,2","I am a 71-year-old woman. I was born in Minnesota. I am a Hairdresser, hairstylist, and cosmetologist. I made $56.2K last year.",I live with my male partner.,"We live in the Anchorage, Alaska area. We live in a house built in the 2000s with 5 bedrooms. We own our home. our annual property taxes are $ 600 - 649.","2: My male partner is 61-year-old. He was born in Wisconsin. He works as a Lawyer, and judge, magistrate, and judicial worker. He did not have personal income last year. He studied Drama and Theater Arts."
824191,"1,2,3",I am a 50-year-old woman. I was born in California. I am a Claims adjuster and investigator. I made $99K last year. I drive to work. I leave for work at around 7:02 AM. It takes me about 60 minutes to get to work.,I live with my female roommate and another male non-relative.,"We live in the Las Vegas-Henderson-North Las Vegas, Nevada area. We live in a house built in the 2000s with 5 bedrooms. We used a mortgage to buy our home.",2: My female roommate is 78-year-old. She has trouble with her hearing. She was born in Nevada. She is a Animal trainer. She made $8.3K last year. | 3: My other non-relatives is 55-year-old. He has trouble with his hearing. He was born in Nevada. He works as a manager. He made $75K last year. he leaves for work at around 5:32 AM. It takes him about 20 minutes to get to work.
1226813,"1,2",I am a 78-year-old man. I was born in South Carolina. I am a Carpenter. I made $15.8K last year.,I live with my grandson.,We live in South Carolina. We live in a mobile home or trailer built in the 1970s with 3 bedrooms. We own our home. our annual property taxes are $ 350 - 399.,"2: My grandson is 29-year-old. He was born in South Carolina. He works as a Unemployed, with no work experience in the last 5 years or earlier or never worked. He did not have personal income last year. He studied Marketing and Marketing Research."
9833,"1,2,3",I am a 77-year-old man. I am a veteran. I was born in Alabama. I made $4.7K last year.,I live with my stepson and another female non-relative.,We live in Alabama. We live in a house built in the 2000s with 3 bedrooms. We used a mortgage to buy our home.,2: My stepson is 48-year-old. He is a veteran. He was born in Alabama. He works as a assembler and fabricator. He made $25K last year. he leaves for work at around 7:02 AM. It takes him about 12 minutes to get to work. | 3: My other non-relatives is 69-year-old. She was born in Alabama. She is a Elementary and middle school teacher. She made $37.9K last year.
1517252,"1,2",I am a 38-year-old man. I was born in Wisconsin. I am a Writer. I made $30K last year. I studied Psychology in college. I drive to work. I leave for work at around 7:32 AM. It takes me about 20 minutes to get to work.,I live with my male roommate.,"We live in the Milwaukee-Waukesha, Wisconsin area. We live in a attached house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $5500 - 5999.",2: My male roommate is 38-year-old. He was born in Wisconsin. He works as a Registered nurse. He made $4K last year.
53325,"1,2,3,4",I am a 37-year-old man. I moved from abroad one year ago. I was born in Arizona. I am a Carpenter. I made $62K last year. I drive to work. I leave for work at around 8:02 AM. It takes me about 25 minutes to get to work.,I live with my son and my father and my mother.,"We live in the Phoenix-Mesa-Chandler, Arizona area. We live in a house built in the 1940s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 1,500 - 1,599.",2: My son is 3-year-old. He was born in Mexico. | 3: My father is 74-year-old. He is a veteran. He was born in Central America. He made $70 last year. | 4: My mother is 69-year-old. She was born in Central America. She is a Postsecondary teacher. She made $5.3K last year.
982792,"1,2,3,4,5,6","I am a 45-year-old man. I moved from a different state last year. I was born in New York. I am a Bus driver, school. I made $70K last year. I drive to work. I leave for work at around 5:47 AM. It takes me about 10 minutes to get to work.","I live with my daughter, 2 granddaughters, my mother, and my son-in-law.","We live in the New York-Newark-Jersey City, NY-NJ area. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 1,900 - 1,999; We also have a 2nd mortgage.",2: My daughter is 25-year-old. She was born in New York. She is a Pharmacy aide. She did not have personal income last year. | 3: My mother is 74-year-old. She was born in New York. She is a Cook. She made $47.6K last year. | 4: My granddaughter is 6-year-old. She was born in New York. | 5: My granddaughter is 0-year-old. She was born in New York. | 6: My child-in-law is 25-year-old. He was born in New York. He works as a Emergency medical technician. He made $65K last year. he leaves for work at around 4:45 AM. It takes him about 50 minutes to get to work.
